project_id,country,age_group,Gender,Region,SEL,expectedcompletes
164113,CO,0,Male,0,0,3443.0
164296,CL,0,Male,0,0,2647.0
163358,BR,0,Male,0,0,2333.0
164661,MX,18-22,0,0,0,1993.0
164113,CO,55-99,0,0,0,1976.0
163509,BR,0,Male,0,0,1815.0
164296,CL,0,Female,0,0,1745.0
163509,BR,0,0,0,0,1531.0
163753,MX,15-18,0,0,0,1465.0
163358,BR,60-70,0,0,0,1437.0
164113,CO,0,Female,0,0,1412.0
164113,CO,0,0,Amazonica,0,1248.0
164113,CO,0,0,Orinoquia,0,1245.0
164113,CO,0,0,Oriental,0,1211.0
164113,CO,0,0,0,Estrato 3,1196.0
163358,BR,0,0,Sul,0,1190.0
163754,MX,16-18,0,0,0,1171.0
164113,CO,0,0,Pacific,0,1169.0
164661,MX,0,Male,0,0,1152.0
163358,BR,45-59,0,0,0,1084.0
164103,BR,0,0,0,C2,1069.0
163509,BR,0,0,0,0,1062.0
163030,BR,0,Male,0,0,1029.0
164103,BR,0,0,0,C1,1026.0
164065,BR,18-24,Male,0,0,1002.0
164113,CO,0,0,0,Estrato 5,989.0
164050,BR,0,Male,Centro-Oeste,0,986.0
164278,GT,13-40,0,0,0,979.0
163824,BR,0,0,0,0,974.0
164113,CO,0,0,0,Estrato 4,968.0
163358,BR,0,0,Nordeste,0,963.0
164109,MX,18-25,0,0,0,911.0
164653,MX,0,Male,0,0,911.0
164590,BR,0,Male,0,0,899.0
164590,BR,0,0,0,C2,899.0
164590,BR,18-24,0,0,0,899.0
164050,BR,55-65,0,0,0,898.0
164296,CL,0,0,0,E,893.0
164050,BR,0,0,0,B1,890.0
164296,CL,18-25,0,0,0,885.0
164296,CL,56-65,0,0,0,885.0
164296,CL,0,0,0,D,878.0
164296,CL,46-55,0,0,0,875.0
164296,CL,36-45,0,0,0,875.0
163824,BR,0,Male,0,0,874.0
164296,CL,0,0,0,C2,872.0
164296,CL,26-35,0,0,0,870.0
164526,BR,0,Male,0,0,813.0
164050,BR,45-54,0,0,0,808.0
164429,CO,0,Male,0,0,803.0
163509,BR,55-99,0,0,0,785.0
164050,BR,0,0,0,C2,778.0
164065,BR,0,Male,0,0,773.0
163509,BR,0,Female,0,0,767.0
164050,BR,18-24,0,0,0,765.0
164050,BR,0,0,0,C1,747.0
164661,MX,0,Female,0,0,745.0
164113,CO,18-24,0,0,0,731.0
164526,BR,0,Female,0,0,730.0
164113,CO,0,0,0,Estrato 2,724.0
164590,BR,0,0,Centro-Oeste,0,720.0
164113,CO,45-54,0,0,0,719.0
164113,CO,35-44,0,0,0,715.0
164113,CO,25-34,0,0,0,714.0
164050,BR,0,0,0,B2,706.0
162490,CO,18-24,0,0,0,695.0
164050,BR,25-34,0,0,0,671.0
164050,BR,35-44,0,0,0,668.0
164251,BR,0,Female,0,0,661.0
163509,BR,45-54,0,0,0,659.0
163824,BR,18-24,0,Sudeste,0,632.0
163754,MX,0,Male,0,0,587.0
163754,MX,0,Female,0,0,584.0
163509,BR,18-24,0,0,0,563.0
164526,BR,50-99,0,0,0,554.0
164429,CO,0,Female,0,0,523.0
163252,BR,0,Male,0,0,518.0
164526,BR,30-49,0,0,0,499.0
164113,CO,0,0,0,Estrato 6,497.0
159961,BR,0,Male,0,0,492.0
164526,BR,18-29,0,0,0,490.0
163030,BR,0,0,0,0,488.0
164050,BR,0,Male,Norte,0,488.0
164421,DO,18-65,0,0,0,483.0
164113,CO,0,0,0,Estrato 1,481.0
164422,DO,18-65,0,0,0,468.0
164050,BR,0,Male,Sul,0,461.0
163030,BR,18-24,0,Nordeste,0,446.0
164296,CL,0,0,0,AB,446.0
164103,BR,0,0,Norte,0,440.0
164296,CL,0,0,0,C1b,437.0
164296,CL,0,0,0,C1a,436.0
164050,BR,0,Male,Nordeste,0,430.0
164296,CL,0,0,0,C3,428.0
164103,BR,0,0,Centro-Oeste,0,426.0
164050,BR,0,Female,Norte,0,424.0
162261,NI,0,Male,0,0,421.0
162951,PA,40-99,Male,0,0,415.0
164519,CL,18-34,0,0,0,414.0
159961,BR,0,0,0,C2,409.0
163388,GT,46-55,0,0,0,408.0
164526,BR,0,0,0,C1,407.0
164526,BR,0,0,0,C2,406.0
164181,CL,0,Male,0,0,405.0
164519,CL,51-99,0,0,0,402.0
158087,CL,0,0,0,0,400.0
158087,CL,0,0,0,0,400.0
158087,CR,0,0,0,0,399.0
158087,CR,0,0,0,0,399.0
158087,CR,0,0,0,0,399.0
158087,CO,0,0,0,0,399.0
158087,CL,0,0,0,0,398.0
158087,CO,0,0,0,0,398.0
158087,CO,0,0,0,0,397.0
164050,BR,0,0,0,A,397.0
163358,BR,0,0,0,B1,394.0
164103,BR,0,0,Sul,0,392.0
158087,CL,18-24,0,0,0,390.0
164050,BR,0,Female,Centro-Oeste,0,390.0
164412,UY,0,0,0,0,389.0
158087,CR,0,0,0,0,388.0
158087,CR,0,0,0,0,387.0
164400,CL,0,Male,0,0,387.0
163583,CO,26-35,0,0,0,386.0
164181,AR,0,Male,0,0,384.0
158087,CL,0,0,0,0,384.0
158087,CL,0,0,0,0,381.0
164313,BR,0,Male,0,0,379.0
164599,BR,0,0,0,C2,378.0
158087,CO,0,0,Orinoquia,0,376.0
158087,CL,45-54,0,0,0,375.0
164103,BR,0,0,Nordeste,0,375.0
158087,CL,25-34,0,0,0,374.0
158087,CL,35-44,0,0,0,373.0
158087,CR,25-34,0,0,0,371.0
164050,BR,0,Male,Sudeste,0,371.0
158087,CR,45-54,0,0,0,370.0
164615,AR,0,Male,0,0,369.0
163427,BO,45-99,Female,0,0,368.0
164599,BR,0,0,0,C1,364.0
158087,CO,0,0,0,0,364.0
158087,CR,35-44,0,0,0,362.0
158087,CO,0,0,0,0,362.0
164181,AR,0,Female,0,0,361.0
162490,CO,0,0,0,Estrato 4,360.0
158087,CR,55-99,0,0,0,357.0
158087,CR,18-24,0,0,0,355.0
158087,CL,55-99,0,0,0,355.0
163872,CL,0,Male,0,0,352.0
163388,CR,0,0,Other,0,346.0
164429,CO,18-24,0,0,0,346.0
164526,BR,0,0,Norte,0,345.0
164400,CL,0,Female,0,0,344.0
164400,CL,55-99,0,0,0,344.0
163509,BR,35-44,0,0,0,343.0
164088,BR,0,0,0,C1,343.0
163358,BR,0,0,0,A,341.0
163824,BR,25-34,0,Sudeste,0,340.0
162490,CO,0,0,0,Estrato 3,335.0
163824,BR,35-44,0,Sudeste,0,334.0
164526,BR,0,0,Centro-Oeste,0,334.0
164429,CO,25-34,0,0,0,333.0
164429,CO,45-55,0,0,0,330.0
164637,MX,0,0,0,0,330.0
164637,MX,0,0,0,0,330.0
164429,CO,35-44,0,0,0,317.0
164526,BR,0,0,Sul,0,313.0
158087,CO,0,0,Pacific,0,312.0
164455,MX,0,Male,0,0,311.0
158087,CO,0,0,Atlantic,0,310.0
164526,BR,0,0,0,D-E,310.0
163529,MX,0,Male,0,0,309.0
163427,BO,45-99,Male,0,0,307.0
159961,BR,45-65,0,0,0,304.0
164526,BR,0,0,Nordeste,0,303.0
158087,CO,55-99,0,0,0,302.0
158087,CO,0,0,Oriental,0,302.0
164088,BR,16-17,0,0,0,299.0
164050,BR,0,Female,Sul,0,299.0
164695,MX,0,0,0,0,296.0
163252,BR,0,0,0,D-E,294.0
163754,MX,0,0,0,A/B,294.0
163754,MX,0,0,0,C,294.0
163754,MX,0,0,0,C-,292.0
164313,BR,0,0,Nordeste,0,292.0
164050,BR,0,0,0,D-E,292.0
163754,MX,0,0,0,C+,291.0
164637,MX,0,0,0,0,291.0
163605,CL,0,Male,0,0,287.0
164313,BR,60-99,0,0,0,282.0
164429,CO,0,0,0,Estrato 6,279.0
164511,CL,0,Male,0,0,279.0
163030,BR,45-54,0,Nordeste,0,279.0
163868,HN,45-65,0,0,0,274.0
163868,HN,26-44,0,0,0,274.0
164429,CO,0,0,0,Estrato 5,272.0
163030,BR,35-44,0,Nordeste,0,270.0
159961,BR,0,0,Norte,0,269.0
158087,CO,18-24,0,0,0,269.0
162154,PE,25-34,0,0,0,267.0
158087,CO,45-54,0,0,0,266.0
148345,GT,18-24,0,0,0,265.0
162261,NI,0,Female,0,0,264.0
162154,PE,35-44,0,0,0,262.0
164442,GT,0,Male,0,0,253.0
163252,BR,0,0,0,C2,251.0
164442,GT,0,Female,0,0,250.0
164526,BR,0,0,Sudeste,0,248.0
164477,MX,0,Male,0,0,247.0
164615,AR,0,0,0,D2E,247.0
163847,PA,18-24,Male,0,0,243.0
164455,MX,19-25,0,0,0,240.0
164611,BR,0,0,Sul,0,237.0
163754,MX,0,0,0,0,235.0
163754,MX,0,0,0,0,234.0
164088,BR,0,0,0,C2,234.0
163754,MX,0,0,0,0,234.0
163754,MX,0,0,0,0,234.0
163754,MX,0,0,0,0,233.0
163509,BR,25-34,0,0,0,232.0
164446,MX,18-24,0,0,0,231.0
158087,CO,35-44,0,0,0,229.0
164455,MX,0,0,0,D,227.0
164305,MX,0,Male,0,0,227.0
163529,MX,45-55,0,0,0,227.0
162490,CO,0,Male,0,0,227.0
162316,MX,0,Male,0,0,226.0
164639,BR,0,0,Norte,0,225.0
163870,SV,0,0,Oriental,0,222.0
164305,MX,0,Male,0,0,221.0
164615,AR,0,0,0,D1,218.0
162951,PA,0,0,Coclé,0,218.0
161659,BR,0,0,0,0,216.0
163870,SV,0,0,Occidental,0,216.0
148345,GT,0,Male,0,0,216.0
163870,SV,46-55,0,0,0,216.0
164710,UY,0,Male,0,0,215.0
164710,UY,0,Female,0,0,214.0
164305,MX,0,Male,0,0,213.0
163388,CR,46-55,0,0,0,212.0
158087,CO,25-34,0,0,0,211.0
164639,BR,0,0,Centro-Oeste,0,210.0
163870,SV,36-45,0,0,0,210.0
164305,MX,0,Female,0,0,207.0
164429,CO,0,0,0,Estrato 1,203.0
164103,BR,0,0,Sudeste,0,201.0
164097,BR,0,0,0,B1,201.0
164429,CO,0,0,0,Estrato 2,201.0
163388,CR,36-45,0,0,0,200.0
163653,CL,0,Male,0,0,200.0
163605,CL,0,Female,0,0,197.0
164181,CL,0,Female,0,0,197.0
164429,CO,0,0,0,Estrato 4,194.0
164048,EC,45-64,0,0,0,194.0
164470,CL,0,Male,0,0,191.0
164337,DO,18-99,0,0,0,191.0
164292,CR,0,0,Other,0,191.0
164305,MX,0,Female,0,0,190.0
164135,MX,0,Male,0,0,190.0
163653,CL,0,Female,0,0,190.0
164135,MX,0,Female,0,0,189.0
164305,MX,0,Male,0,0,188.0
164738,CL,18-29,Female,0,0,188.0
164088,BR,25-29,0,0,0,188.0
164738,CL,18-29,Male,0,0,188.0
159961,BR,0,0,Centro-Oeste,0,187.0
164414,UY,0,Female,0,0,186.0
164738,CL,30-49,Male,0,0,186.0
164414,UY,0,Male,0,0,184.0
164135,MX,0,Female,0,0,184.0
164738,CL,30-49,Female,0,0,184.0
164470,CL,26-35,0,0,0,181.0
164094,MX,0,0,0,0,181.0
164639,BR,60-70,Male,0,0,180.0
164542,CR,0,Male,0,0,180.0
164639,BR,60-70,Female,0,0,179.0
164590,BR,0,0,Norte,0,179.0
164477,MX,0,Female,0,0,179.0
164135,MX,0,Male,0,0,178.0
164429,CO,0,0,0,Estrato 3,177.0
164292,SV,0,0,Paracentral,0,177.0
164415,BR,51-99,0,0,0,176.0
164441,AR,0,0,Provincia de Buenos Aires,0,176.0
164469,MX,46-55,0,0,0,176.0
164710,UY,45-55,0,0,0,173.0
164710,UY,19-34,0,0,0,172.0
164570,BR,0,Male,0,0,171.0
164094,MX,0,0,0,0,171.0
164411,SV,0,0,0,0,169.0
164109,MX,0,Female,0,0,166.0
164745,NI,21-99,0,0,0,164.0
164471,NI,0,Male,0,0,162.0
164280,AR,0,0,Ciudad de Buenos Aires,0,161.0
164050,BR,0,Female,Nordeste,0,160.0
164135,MX,0,Male,0,0,159.0
164615,AR,18-29,0,0,0,159.0
164398,GT,0,0,Region VII- Noroccidental,0,159.0
164398,GT,0,0,Region VIII- Pet,0,158.0
164469,MX,0,Male,0,0,157.0
164526,BR,0,0,0,B1,157.0
164094,MX,0,0,0,0,157.0
164695,MX,0,Male,0,0,155.0
164695,MX,0,Female,0,0,155.0
164109,MX,0,0,0,0,155.0
162261,NI,55-99,0,0,0,155.0
164094,MX,0,0,0,0,154.0
164581,BR,0,0,Norte,0,154.0
163030,BR,18-24,0,Sudeste,0,153.0
164088,BR,18-24,0,0,0,152.0
164097,BR,0,Male,0,0,152.0
163529,MX,0,0,0,E,152.0
164470,CL,0,Female,0,0,151.0
164415,BR,0,Male,0,0,150.0
164088,BR,0,Male,Sul,0,150.0
163740,BR,0,Male,0,0,150.0
164354,SV,18-34,0,0,0,149.0
163419,HN,46-55,Male,0,0,148.0
164511,CL,18-24,0,0,0,148.0
164030,AR,0,Male,0,0,147.0
164398,GT,0,0,Region VI- Suroccidental,0,146.0
163530,MX,0,Male,0,0,145.0
163419,HN,46-55,Female,0,0,145.0
164581,BR,0,0,Centro-Oeste,0,144.0
162261,NI,45-54,0,0,0,144.0
162041,PR,18-34,Male,0,0,144.0
163252,BR,18-24,0,0,0,144.0
162696,BR,25-29,0,0,0,143.0
163502,AR,25-34,Male,0,0,142.0
161660,BR,0,0,0,0,141.0
164088,BR,0,Male,Norte,0,141.0
163252,BR,55-65,0,0,0,141.0
163529,MX,0,0,0,D,140.0
163030,BR,0,0,0,0,140.0
163944,MX,55-99,0,0,0,139.0
162261,NI,18-24,0,0,0,139.0
164455,MX,0,0,0,D+,138.0
164615,AR,30-44,0,0,0,138.0
164088,BR,0,Male,Nordeste,0,138.0
161660,BR,0,0,0,0,137.0
164088,BR,0,Male,Centro-Oeste,0,137.0
162154,PE,0,0,0,D,136.0
164611,BR,0,0,0,B2,135.0
164286,MX,35-44,0,0,0,135.0
163944,MX,18-24,0,0,0,134.0
164615,AR,45-65,0,0,0,134.0
164611,BR,55-99,0,0,0,134.0
164526,BR,0,0,0,A,134.0
162154,PE,0,0,0,C2,132.0
164286,MX,25-34,0,0,0,132.0
164094,MX,0,0,0,0,131.0
164611,BR,18-24,0,0,0,131.0
164611,BR,0,0,0,A,131.0
164623,HN,0,Female,0,0,131.0
164611,BR,45-54,0,0,0,130.0
161660,BR,0,0,0,0,130.0
164313,BR,45-59,0,0,0,130.0
164414,UY,18-24,0,0,0,130.0
164511,CL,25-34,0,0,0,130.0
164395,AR,0,0,0,ABC1,130.0
164526,BR,0,0,0,B2,129.0
164611,BR,0,0,0,B1,129.0
162744,PE,0,0,0,C1,128.0
164414,UY,25-44,0,0,0,128.0
162261,NI,35-44,0,0,0,127.0
164292,HN,31-44,0,0,0,127.0
164400,CL,35-44,0,0,0,127.0
163529,MX,0,0,0,0,127.0
164400,CL,45-54,0,0,0,126.0
163529,MX,0,0,0,D+,126.0
164114,MX,0,0,0,0,126.0
164623,HN,0,Male,0,0,126.0
163944,MX,45-54,0,0,0,125.0
164286,MX,0,Male,0,0,125.0
164455,MX,26-45,0,0,0,124.0
164469,MX,0,0,0,0,124.0
164313,BR,0,0,Sudeste,0,124.0
163530,MX,0,Male,0,0,121.0
164470,CL,36-45,0,0,0,121.0
162261,NI,25-34,0,0,0,120.0
164714,EC,0,0,0,0,120.0
164441,AR,0,0,0,C2,119.0
163502,AR,65-99,Male,0,0,119.0
164097,BR,18-24,0,0,0,118.0
164446,MX,55-99,0,0,0,117.0
162744,PE,0,0,0,C2,115.0
164441,AR,0,0,0,C3,115.0
161660,BR,0,0,0,0,115.0
164647,PE,0,0,0,C1,115.0
161660,BR,0,0,0,0,114.0
162316,MX,45-65,0,0,0,113.0
164414,UY,45-50,0,0,0,112.0
164369,CL,0,0,0,0,112.0
163587,EC,0,0,0,A,112.0
162316,MX,35-44,0,0,0,111.0
163888,MX,25-34,0,0,0,110.0
164581,BR,0,0,0,B1,110.0
163686,MX,0,Female,0,0,109.0
164280,AR,0,Male,0,0,108.0
164109,MX,0,Male,0,0,108.0
161659,BR,0,0,0,0,108.0
163686,MX,0,Male,0,0,108.0
164477,MX,65-99,0,0,0,108.0
162490,CO,0,0,0,0,107.0
164286,MX,0,Female,0,0,107.0
161659,BR,0,0,0,0,106.0
161660,BR,0,0,0,0,106.0
164280,AR,18-34,0,0,0,106.0
164647,PE,0,0,0,0,106.0
162744,PE,0,0,0,B2,105.0
164469,MX,0,Female,0,0,105.0
163252,BR,45-54,0,0,0,105.0
163824,BR,0,0,0,0,105.0
164065,BR,0,Female,0,0,104.0
164468,MX,46-55,0,0,0,104.0
163529,MX,0,0,0,0,104.0
164639,BR,0,0,0,B1,103.0
164335,PA,20-40,Female,0,0,103.0
164471,NI,0,Female,0,0,102.0
164282,MX,0,Male,0,0,102.0
163529,MX,0,0,0,0,101.0
164639,BR,0,0,0,A,101.0
163413,AR,45-54,0,0,0,100.0
163413,AR,0,Female,0,0,100.0
164282,MX,18-34,0,0,0,100.0
164714,EC,0,Female,0,0,100.0
164305,MX,0,Female,0,0,100.0
163413,AR,0,Male,0,0,99.0
164286,MX,0,0,Northeast,0,99.0
164411,SV,0,0,0,0,99.0
163413,AR,18-24,0,0,0,99.0
162802,PE,36-50,0,0,0,98.0
163583,CO,0,0,0,Estrato 6,98.0
164181,AR,16-24,0,0,D1,98.0
162802,PE,18-25,0,0,0,97.0
164714,EC,0,Male,0,0,97.0
164439,CL,0,Male,0,0,97.0
163731,MX,0,Male,0,0,97.0
163944,CO,0,0,0,0,96.0
164286,MX,0,0,West,0,96.0
164181,AR,16-24,0,0,C2,96.0
164109,MX,0,0,0,0,96.0
164439,CL,18-24,0,0,0,96.0
162154,PE,0,0,0,A1,95.0
163502,AR,0,0,0,0,95.0
163731,MX,0,Female,0,0,95.0
164395,AR,0,Female,0,0,95.0
162802,PE,26-35,0,0,0,95.0
164181,AR,16-24,0,0,C3,95.0
164369,CL,0,0,0,0,94.0
163502,AR,0,0,0,0,93.0
163944,BR,18-24,0,0,0,93.0
164181,AR,16-24,0,0,ABC1,92.0
163252,BR,0,0,0,0,92.0
164415,BR,0,0,0,C2,91.0
164292,HN,18-30,0,0,0,91.0
164395,AR,0,Male,0,0,91.0
163944,CO,0,0,0,0,90.0
164292,SV,0,0,Oriental,0,90.0
164504,EC,0,0,0,D,90.0
161659,BR,0,0,0,0,89.0
163252,BR,0,0,0,0,89.0
161659,BR,0,0,0,0,89.0
164581,BR,0,0,0,B2,88.0
164562,BR,0,Male,0,0,88.0
163583,CO,0,0,0,Estrato 5,88.0
163252,BR,0,0,0,0,88.0
163252,BR,0,0,0,0,87.0
163252,BR,0,0,0,0,87.0
164710,UY,0,0,0,A+,87.0
164562,BR,0,Male,0,0,87.0
164710,UY,0,0,0,M-,87.0
164710,UY,0,0,0,A-,87.0
164354,SV,35-55,0,0,0,87.0
164469,MX,0,0,0,0,87.0
161659,BR,0,0,0,0,87.0
164292,HN,0,0,Sur,0,86.0
164469,MX,36-45,0,0,0,86.0
163419,HN,0,0,Occidental,0,86.0
164505,PE,31-35,0,0,0,86.0
164723,EC,0,0,0,0,86.0
163574,MX,0,0,0,0,86.0
163388,GT,0,0,Region II- Norte,0,86.0
164723,EC,0,Male,0,0,86.0
163944,BR,0,0,0,D-E,86.0
164181,AR,25-35,0,0,D1,86.0
163388,GT,0,0,Region IV- Suroriental,0,85.0
163419,HN,0,0,Sur,0,85.0
163583,CO,0,0,0,Estrato 4,85.0
164441,AR,0,0,Centro,0,85.0
163252,BR,0,0,0,0,85.0
164286,MX,0,0,East,0,85.0
164440,CR,55-65,0,0,0,84.0
163944,CO,0,0,0,0,84.0
163388,GT,0,0,Region VI- Suroccidental,0,84.0
163381,CL,0,Male,0,0,84.0
164492,BR,18-24,0,0,0,84.0
164292,HN,0,0,Occidental,0,84.0
164639,BR,0,0,0,C2,84.0
161660,BR,0,0,0,0,84.0
164039,BR,0,Male,0,0,84.0
161660,BR,0,0,0,0,83.0
163944,CO,0,0,0,0,83.0
164723,EC,0,Female,0,0,83.0
164723,EC,0,0,0,0,83.0
164710,UY,35-44,0,0,0,83.0
164519,CL,0,Male,0,0,83.0
163574,MX,0,0,0,0,82.0
161659,BR,0,0,0,0,82.0
164731,CR,0,Male,0,0,82.0
164400,CL,18-24,0,0,0,82.0
161659,BR,0,0,0,0,82.0
161660,BR,0,0,0,0,82.0
163934,PE,55-99,Male,0,0,82.0
163888,MX,0,Male,0,0,81.0
164415,BR,0,0,0,C1,81.0
162154,PE,0,0,0,A2,81.0
161660,BR,0,0,0,0,81.0
164088,BR,0,Male,Sudeste,0,81.0
163967,CL,0,0,0,0,81.0
164292,CR,0,0,Cartago,0,81.0
164085,BR,25-34,Female,0,B1,81.0
164642,MX,0,Male,0,0,80.0
163252,BR,0,0,0,0,80.0
162636,MX,0,0,0,0,80.0
164088,BR,0,Female,Norte,0,79.0
164477,MX,45-54,0,0,0,79.0
164412,UY,0,0,0,B-,79.0
164114,MX,0,0,0,0,79.0
164611,BR,0,0,Norte,0,79.0
163388,CR,0,0,Alajuela,0,78.0
162990,PE,0,0,0,0,78.0
163587,EC,0,0,0,B,78.0
161659,BR,0,0,0,0,78.0
164114,MX,18-28,0,0,0,78.0
164085,BR,55-65,Male,0,B2,78.0
164611,BR,0,0,Centro-Oeste,0,78.0
163252,BR,0,0,0,0,78.0
164440,CR,0,Male,0,0,78.0
163944,BR,45-54,0,0,0,77.0
163252,BR,0,0,0,0,77.0
164398,GT,0,0,Region III- Nororiental,0,77.0
164398,GT,0,0,Region IV- Suroriental,0,77.0
164181,AR,36-50,0,0,D1,77.0
164398,GT,0,0,Region II- Norte,0,77.0
164292,HN,0,0,Nororiental,0,77.0
164477,MX,55-64,0,0,0,76.0
164398,GT,0,0,Region V- Central,0,76.0
164639,BR,0,0,0,B2,76.0
163530,MX,55-65,0,0,0,76.0
161659,BR,0,0,0,0,76.0
164581,BR,0,0,0,A,75.0
162490,CO,0,0,0,0,75.0
164615,AR,0,0,Noreste,0,75.0
164615,AR,0,0,Noroeste,0,75.0
164562,BR,0,Male,0,0,75.0
164615,AR,0,0,Patagonia,0,75.0
164181,AR,25-35,0,0,C2,75.0
164492,BR,0,Male,0,0,75.0
164412,UY,0,0,0,B+,75.0
164369,CL,0,0,0,0,74.0
164542,CR,0,0,0,0,74.0
164292,SV,0,0,Occidental,0,74.0
164440,CR,46-54,0,0,0,74.0
161659,BR,0,0,0,0,73.0
164088,BR,0,Female,Centro-Oeste,0,73.0
164187,UY,50-64,0,0,0,73.0
164505,PE,0,Female,0,0,73.0
162154,PE,0,0,0,B1,73.0
162636,MX,0,0,0,0,72.0
164097,BR,0,Male,0,0,72.0
164205,CO,0,Male,0,0,72.0
164085,BR,55-65,Male,0,C2,72.0
161660,BR,0,0,0,0,72.0
161659,BR,0,0,0,0,72.0
164114,MX,45-99,0,0,0,71.0
164367,AR,0,Male,0,0,71.0
164639,BR,0,0,0,C1,71.0
164615,AR,0,0,Provincia de Buenos Aires,0,71.0
163944,BR,0,0,0,C2,71.0
163502,AR,65-99,Female,0,0,70.0
163413,AR,0,0,0,C2,70.0
164187,UY,65-99,0,0,0,70.0
164412,UY,0,0,0,M-,69.0
163413,AR,0,0,0,C3,69.0
164205,CO,0,Female,0,0,69.0
164471,NI,45-54,0,0,0,69.0
164581,BR,55-99,0,0,0,69.0
164280,AR,0,0,0,C2,68.0
161659,BR,0,0,0,0,68.0
164581,BR,18-24,0,0,0,68.0
162490,CO,0,0,0,0,68.0
164088,BR,0,0,0,B1,67.0
164471,NI,18-24,0,0,0,67.0
164468,MX,0,Male,0,0,67.0
163587,EC,0,0,0,A,67.0
163934,PE,55-99,Male,0,0,67.0
159961,BR,0,0,Sul,0,66.0
163252,BR,0,0,0,0,66.0
162744,PE,46-99,Female,0,0,66.0
164441,AR,20-28,Male,0,0,66.0
164457,BR,0,0,0,0,66.0
164187,UY,18-29,0,0,0,66.0
164292,HN,45-65,0,0,0,66.0
163934,PE,45-54,Female,0,0,65.0
164441,AR,20-28,Female,0,0,65.0
164471,NI,35-44,0,0,0,64.0
164181,CL,16-24,0,0,AB,64.0
163388,GT,0,0,Region VIII- Pet,0,64.0
162990,PE,0,0,0,0,64.0
164297,EC,0,0,0,D,64.0
164471,NI,25-34,0,0,0,64.0
163388,GT,0,0,Region VII- Noroccidental,0,63.0
162951,PA,0,0,Other,0,63.0
163574,MX,0,Male,0,0,63.0
164181,CL,16-24,0,0,C1b,63.0
163419,HN,0,0,Centro Occidental,0,63.0
164647,PE,36-45,0,0,0,63.0
164282,MX,0,0,0,0,63.0
162744,PE,18-25,Female,0,0,62.0
162990,PE,0,Male,0,0,62.0
163740,BR,0,0,0,C2,62.0
164615,AR,0,Female,0,0,62.0
161660,BR,0,0,0,0,62.0
164324,MX,55-65,0,0,C-,62.0
164550,PE,0,Female,0,0,62.0
164477,MX,35-44,0,0,0,62.0
163583,CO,0,0,0,Estrato 3,61.0
164181,CL,16-24,0,0,D,61.0
164550,PE,0,Male,0,0,61.0
164181,CL,16-24,0,0,C1a,61.0
164187,CR,35-44,0,0,0,60.0
163413,AR,0,0,0,ABC1,60.0
164282,MX,0,0,0,A/B,60.0
164320,MX,55-65,0,0,C-,60.0
163502,AR,0,0,0,0,60.0
164320,MX,45-54,0,0,E,60.0
164468,MX,0,Female,0,0,60.0
164282,MX,0,0,0,0,60.0
162744,PE,18-25,Male,0,0,60.0
164492,BR,0,0,0,D-E,60.0
164324,MX,55-65,0,0,E,60.0
164181,AR,25-35,0,0,C3,60.0
164369,CL,0,Male,0,AB,59.0
162990,PE,0,Female,0,0,59.0
164606,MX,56-99,0,0,0,59.0
164320,MX,35-44,0,0,E,59.0
164320,MX,55-65,0,0,E,59.0
164324,MX,35-44,0,0,E,59.0
164369,CL,0,Male,0,D,59.0
164181,CL,36-50,0,0,D,59.0
164320,MX,25-34,0,0,E,59.0
164412,UY,16-28,Male,0,0,59.0
164324,MX,45-54,0,0,D,59.0
164659,PE,0,Male,0,0,59.0
164324,MX,25-34,0,0,E,58.0
164581,BR,45-54,0,0,0,58.0
161659,BR,0,0,0,0,58.0
164324,MX,45-54,0,0,E,58.0
162744,PE,36-45,Male,0,0,58.0
164324,MX,55-65,0,0,D,58.0
163419,HN,0,0,Nororiental,0,57.0
161660,BR,0,0,0,0,57.0
164412,UY,61-99,Female,0,0,57.0
164320,MX,55-65,0,0,D+,57.0
164181,CL,16-24,0,0,C3,57.0
162744,PE,26-35,Male,0,0,57.0
164320,MX,45-54,0,0,D,57.0
164320,MX,55-65,0,0,D,57.0
164324,MX,55-65,0,0,C,57.0
164187,CR,18-24,0,0,0,57.0
164181,CL,16-24,0,0,C2,57.0
164181,CL,25-35,0,0,C3,56.0
164320,MX,45-54,0,0,D+,56.0
164324,MX,45-54,0,0,D+,56.0
164292,HN,0,0,Noroccidental,0,56.0
164395,AR,0,0,0,C2,56.0
164187,CR,45-54,0,0,0,56.0
164085,BR,35-44,Female,0,B1,56.0
164504,EC,0,Female,0,0,55.0
164659,PE,0,Female,0,0,55.0
164097,BR,0,Male,0,0,55.0
164713,EC,0,0,Amazonica,0,55.0
162490,CO,0,Female,0,0,55.0
163934,PE,45-54,Male,0,0,55.0
163934,PE,55-99,Female,0,0,55.0
164320,MX,25-34,0,0,D+,55.0
164412,UY,61-99,Male,0,0,55.0
163944,BR,0,0,0,B1,55.0
163934,PE,45-54,Male,0,0,55.0
164468,MX,0,0,0,0,55.0
164642,MX,16-24,0,0,0,55.0
164181,AR,36-50,0,0,C2,55.0
163934,PE,55-99,Female,0,0,55.0
163934,PE,55-99,Female,0,0,54.0
164369,CL,0,Male,0,C1b,54.0
164324,MX,55-65,0,0,D+,54.0
164297,EC,0,0,0,C-,54.0
164477,MX,25-34,0,0,0,54.0
163529,MX,18-24,0,0,0,54.0
164181,CL,25-35,0,0,D,54.0
